,fips,SP_ALZHDMTA,SP_CHF,SP_CHRNKIDN,SP_CNCR,SP_COPD,SP_DEPRESSN,SP_DIABETES,SP_ISCHMCHT,SP_OSTEOPRS,SP_RA_OA,SP_STRKETIA,year
0,01001,0.2727272727272727,0.18181818181818182,0.045454545454545456,0.09090909090909091,0.22727272727272727,0.2727272727272727,0.18181818181818182,0.4090909090909091,0.13636363636363635,0.09090909090909091,0.09090909090909091,2008
1,01003,0.13043478260869565,0.1956521739130435,0.13043478260869565,0.06521739130434782,0.14130434782608695,0.20652173913043478,0.32608695652173914,0.30434782608695654,0.14130434782608695,0.11956521739130435,0.06521739130434782,2008
2,01005,0.125,0.25,0.125,0.0,0.125,0.1875,0.375,0.25,0.0,0.1875,0.0,2008
3,01007,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,2008
4,01009,0.15789473684210525,0.05263157894736842,0.0,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.3684210526315789,0.10526315789473684,0.10526315789473684,0.05263157894736842,2008
5,01011,0.5,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.0,2008
6,01013,0.0,0.375,0.0,0.0,0.0,0.125,0.375,0.25,0.0,0.25,0.0,2008
7,01015,0.140625,0.359375,0.171875,0.03125,0.140625,0.234375,0.375,0.4375,0.125,0.15625,0.0625,2008
8,01017,0.2857142857142857,0.38095238095238093,0.14285714285714285,0.09523809523809523,0.19047619047619047,0.23809523809523808,0.47619047619047616,0.42857142857142855,0.19047619047619047,0.23809523809523808,0.14285714285714285,2008
9,01019,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.0,0.06666666666666667,0.0,2008
10,01021,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.06666666666666667,0.0,2008
11,01023,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,2008
12,01025,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.35714285714285715,0.5,0.14285714285714285,0.21428571428571427,0.07142857142857142,2008
13,01027,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.0,0.0,2008
14,01029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008
15,01031,0.2,0.3,0.25,0.05,0.2,0.25,0.35,0.5,0.2,0.25,0.2,2008
16,01033,0.1282051282051282,0.28205128205128205,0.15384615384615385,0.10256410256410256,0.15384615384615385,0.23076923076923078,0.3333333333333333,0.41025641025641024,0.10256410256410256,0.15384615384615385,0.05128205128205128,2008
17,01035,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.1111111111111111,2008
18,01037,0.4,0.2,0.4,0.0,0.2,0.0,0.4,0.4,0.0,0.4,0.0,2008
19,01039,0.06896551724137931,0.2413793103448276,0.10344827586206896,0.06896551724137931,0.06896551724137931,0.10344827586206896,0.27586206896551724,0.2413793103448276,0.034482758620689655,0.06896551724137931,0.10344827586206896,2008
20,01041,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.0,2008
21,01043,0.08888888888888889,0.2222222222222222,0.13333333333333333,0.022222222222222223,0.13333333333333333,0.2222222222222222,0.28888888888888886,0.37777777777777777,0.1111111111111111,0.08888888888888889,0.08888888888888889,2008
22,01045,0.13043478260869565,0.13043478260869565,0.043478260869565216,0.0,0.0,0.08695652173913043,0.21739130434782608,0.43478260869565216,0.08695652173913043,0.043478260869565216,0.0,2008
23,01047,0.08695652173913043,0.2608695652173913,0.043478260869565216,0.0,0.043478260869565216,0.13043478260869565,0.2608695652173913,0.30434782608695654,0.08695652173913043,0.043478260869565216,0.043478260869565216,2008
24,01049,0.2558139534883721,0.3488372093023256,0.16279069767441862,0.046511627906976744,0.16279069767441862,0.13953488372093023,0.32558139534883723,0.4186046511627907,0.18604651162790697,0.18604651162790697,0.06976744186046512,2008
25,01051,0.16666666666666666,0.16666666666666666,0.1388888888888889,0.0,0.1111111111111111,0.19444444444444445,0.3055555555555556,0.3611111111111111,0.1388888888888889,0.1388888888888889,0.027777777777777776,2008
26,01053,0.23529411764705882,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.47058823529411764,0.29411764705882354,0.11764705882352941,0.058823529411764705,0.058823529411764705,2008
27,01055,0.15873015873015872,0.15873015873015872,0.09523809523809523,0.047619047619047616,0.06349206349206349,0.23809523809523808,0.31746031746031744,0.3333333333333333,0.1746031746031746,0.15873015873015872,0.031746031746031744,2008
28,01057,0.21428571428571427,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.35714285714285715,0.42857142857142855,0.0,0.07142857142857142,0.0,2008
29,01059,0.16129032258064516,0.3225806451612903,0.0967741935483871,0.03225806451612903,0.1935483870967742,0.1935483870967742,0.45161290322580644,0.41935483870967744,0.03225806451612903,0.16129032258064516,0.0,2008
30,01061,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.0,2008
31,01063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,2008
32,01065,0.125,0.4375,0.4375,0.0,0.25,0.1875,0.3125,0.5,0.0625,0.375,0.0625,2008
33,01067,0.16666666666666666,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.5,0.0,0.5,0.0,2008
34,01069,0.09259259259259259,0.2037037037037037,0.07407407407407407,0.037037037037037035,0.05555555555555555,0.14814814814814814,0.35185185185185186,0.35185185185185186,0.2037037037037037,0.09259259259259259,0.05555555555555555,2008
35,01071,0.24,0.28,0.16,0.12,0.12,0.24,0.44,0.4,0.12,0.2,0.0,2008
36,01073,0.18134715025906736,0.22797927461139897,0.12435233160621761,0.046632124352331605,0.12694300518134716,0.18134715025906736,0.3290155440414508,0.3626943005181347,0.17098445595854922,0.11658031088082901,0.03626943005181347,2008
37,01075,0.25,0.375,0.375,0.0,0.375,0.5,0.5,0.625,0.375,0.25,0.125,2008
38,01077,0.18867924528301888,0.22641509433962265,0.11320754716981132,0.018867924528301886,0.03773584905660377,0.11320754716981132,0.37735849056603776,0.3584905660377358,0.1509433962264151,0.09433962264150944,0.018867924528301886,2008
39,01079,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.0,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.0,0.14285714285714285,0.0,2008
40,01081,0.1951219512195122,0.2926829268292683,0.17073170731707318,0.024390243902439025,0.04878048780487805,0.12195121951219512,0.36585365853658536,0.43902439024390244,0.17073170731707318,0.17073170731707318,0.04878048780487805,2008
41,01083,0.125,0.1875,0.03125,0.0625,0.15625,0.0625,0.28125,0.3125,0.125,0.125,0.0,2008
42,01085,0.2222222222222222,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,0.0,2008
43,01087,0.3,0.3,0.1,0.0,0.2,0.2,0.3,0.3,0.4,0.3,0.2,2008
